Surname,Count,Nationality
Veeranna,1048,Indian
Chahal,960,Indian
Mencher,676,Polish
Sahai,591,Indian
Rakhletzky,553,Russian
Gassiy,413,Russian
Gniewek,377,Polish
Niemec,339,Polish
Wasem,239,Arabic
Dubatolov,223,Russian
Ruhlyada,197,Russian
Winogrodzki,178,Polish
Stawski,173,Polish
Malouf,146,Arabic
Golani,135,Indian
Kaczka,125,Polish
Pakulski,111,Polish
Uppal,106,Indian
Koury,101,Arabic
Pimparkar,92,Indian
Rusnak,90,Polish
Botros,85,Arabic
Yakushkin,79,Russian
Darevsky,77,Russian
Jvirblis,69,Russian
Sokal,61,Polish
Atanasyan,60,Russian
Chlebek,59,Polish
Esmansky,53,Russian
Jupikov,51,Russian
Ullal,50,Indian
Bhargav,46,Indian
Muttemwar,43,Indian
Naifeh,41,Arabic
Tagore,40,Indian
Astrahankin,40,Russian
Zabek,40,Polish
Danyarov,39,Russian
Ryzhankov,38,Russian
Rahal,38,Arabic
Winograd,38,Polish
Anikushin,38,Russian
Zhohin,33,Russian
Nader,32,Arabic
Tannous,31,Arabic
Abboud,30,Arabic
Lupichev,30,Russian
Mokrinsky,30,Russian
Haladzhan,27,Russian
Wojewódzki,26,Polish
Talari,25,Indian
Thakran,24,Indian
Vyas,24,Indian
Shamon,24,Arabic
Jakushev,24,Russian
Hadas,23,Indian
Adamczyk,23,Polish
Broż,22,Polish
Paul,22,Indian
Majumdar,22,Indian
Najjar,22,Arabic
Mollo,20,Russian
Ślusarski,20,Polish
Saliba,20,Arabic
Chmiel,20,Polish
Wyrzyk,19,Polish
Bernard,19,Polish
Baweja,18,Indian
Mansour,16,Arabic
Durylin,15,Russian
Sayegh,14,Arabic
Vaze,14,Indian
Tsalaban,14,Russian
Guirguis,14,Arabic
Asfour,14,Arabic
Sarkis,14,Arabic
Jaskolski,13,Polish
Dubanowski,13,Polish
Guldreih,13,Russian
Klimek,13,Polish
Abaziev,13,Russian
Krakowski,13,Polish
Haddad,13,Arabic
Zaantye,12,Indian
Sarraf,12,Arabic
Alkov,11,Russian
Glezarov,11,Russian
Jaskulski,11,Polish
Sleiman,11,Arabic
Hanania,11,Arabic
Das,11,Indian
Daher,11,Arabic
Bakikhanov,11,Russian
Piontek,11,Polish
Shammas,11,Arabic
Said,11,Arabic
Karnik,10,Indian
Gribanovsky,10,Russian
Bukoski,10,Polish
Halabi,10,Arabic
Lokhande,10,Indian
Umbarkar,10,Indian
Tchapko,10,Russian
Chakravarthy,10,Indian
Touma,10,Arabic
Robustov,10,Russian
Gwozdek,9,Polish
Atri,9,Indian
Kakde,9,Indian
Thakre,9,Indian
Nandanwar,9,Indian
Anandi,9,Indian
Samaha,9,Arabic
Fabian,9,Polish
Baz,9,Arabic
Beh,9,Russian
Gopalan,8,Indian
Ents,8,Russian
Ghannam,8,Arabic
Khouri,8,Arabic
Grigorchikov,8,Russian
Uppalapati,8,Indian
Gadde,8,Indian
Leikam,8,Russian
Watane,8,Indian
Yudovich,8,Russian
Tripathi,8,Indian
Tejwani,8,Indian
Gayatri,8,Indian
Verma,8,Indian
Jadi,8,Indian
Antar,8,Arabic
Unni,8,Indian
Adabash,8,Russian
Siripurapu,8,Indian
Jaikbaev,8,Russian
Dhameja,8,Indian
Nambian,8,Indian
Mifsud,8,Arabic
Suri,8,Indian
Zdunowski,8,Polish
Vora,8,Indian
Udayaraju,8,Indian
Upadhye,8,Indian
Ilyunin,8,Russian
Gera,8,Indian
Cham,8,Arabic
Kukkar,7,Indian
Shamarin,7,Russian
Kansal,7,Indian
Pitale,7,Indian
Warhadpande,7,Indian
Budny,7,Polish
Bhushan,7,Indian
Padwad,7,Indian
Uzhvak,7,Russian
Handal,7,Arabic
Yambaev,7,Russian
Denisov,7,Russian
Devgade,7,Indian
Uniyal,7,Indian
Gore,7,Indian
Velugubanti,7,Indian
Zogby,7,Arabic
Nehru,7,Indian
Atiyeh,7,Arabic
Tuma,7,Arabic
Lallad,7,Indian
Shete,7,Indian
Loitzyansky,7,Russian
Gowda,7,Indian
Latkar,7,Indian
Zeleny,7,Russian
Awad,7,Arabic
Wankar,7,Indian
Tanwar,7,Indian
Tahiliani,7,Indian
Sachan,7,Indian
Bahar,7,Arabic
Chauhan,6,Indian
Tempalli,6,Indian
Ville,6,Russian
Stolarz,6,Polish
Virani,6,Indian
Zhidilev,6,Russian
Srour,6,Arabic
Salib,6,Arabic
Amble,6,Indian
Malik,6,Indian
Sabbag,6,Arabic
Kosmatka,6,Polish
Shakhovskoi,6,Russian
Gounder,6,Indian
Baitchoroff,6,Russian
Zhurbin,6,Russian
Adamovich,6,Russian
Shalavin,6,Russian
Mehra,6,Indian
Antony,6,Indian
Palekar,6,Indian
Deol,6,Indian
Venkatraman,6,Indian
Somayajulu,6,Indian
Nischol,6,Indian
Babetov,6,Russian
Hadad,6,Arabic
Chattopadhyay,6,Indian
Hanjonkov,6,Russian
Vybornov,6,Russian
Nassar,6,Arabic
Waknis,6,Indian
Thackeray,6,Indian
Bhosale,6,Indian
Haik,6,Arabic
Davidzon,6,Russian
Wagle,6,Indian
Thakrey,6,Indian
Arian,6,Arabic
Gulevsky,6,Russian
Poplawski,6,Polish
Abadi,6,Arabic
Attia,6,Arabic
Qureshi,6,Arabic
Andreevsky,6,Russian
Tanna,5,Indian
Banerjee,5,Indian
Kaluza,5,Polish
"Doifode, doiphode",5,Indian
Kassis,5,Arabic
Gomulka,5,Polish
Parihar,5,Indian
Basara,5,Arabic
Kalinsky,5,Russian
Jadkevich,5,Russian
Chandak,5,Indian
Nazari,5,Arabic
Venkateswaran,5,Indian
Totah,5,Arabic
Yadav,5,Indian
Wangdu,5,Indian
Zite,5,Indian
Mehrotra,5,Indian
Peltsman,5,Russian
Jhawar,5,Indian
Hajjar,5,Arabic
Baid,5,Indian
Murtazin,5,Russian
Yuzvikov,5,Russian
Vilyamovsky,5,Russian
Tahil,5,Indian
Bangera,5,Indian
Mahashabde,5,Indian
Mittal,5,Indian
Miheev,5,Russian
Nadar,5,Indian
Chaphekar,5,Indian
Pokhlebkin,5,Russian
Horoshkevich,5,Russian
Khobragade,5,Indian
To,5,Russian
Noora,5,Indian
Gurwara,5,Indian
Nadkarni,5,Indian
Oak,5,Indian
Mikhno,5,Russian
Khatri,5,Indian
Rokade,5,Indian
Thakkar,5,Indian
Varma,5,Indian
Deeb,5,Arabic
Kabjihov,5,Russian
Baidavletoff,5,Russian
Zhandr,5,Russian
Adamczak,5,Polish
Dhumal,5,Indian
Gosai,5,Indian
Valtchikovski,5,Russian
The,5,Russian
Chaurasiya,5,Indian
Potluri,5,Indian
Nastoyaschy,5,Russian
Palan,5,Indian
Bandyopadhyay,5,Indian
Thuse,5,Indian
Valentinov,5,Russian
Kottary,5,Indian
Tekchandani,5,Indian
Andruhovich,5,Russian
Abulmambetoff,5,Russian
Pappu,5,Indian
Shamshurov,5,Russian
Lihodei,5,Russian
Hadapsar,5,Indian
Kinariwala,5,Indian
Rathi,5,Indian
Wadhva,5,Indian
Udyavar,5,Indian
Jivlyuk,5,Russian
Mihailin,5,Russian
Malinowski,5,Polish
Guzenkov,5,Russian
Bhite,5,Indian
Thakral,5,Indian
Khoury,5,Arabic
Tamhankar,5,Indian
Janda,5,Polish
Bakhturin,5,Russian
Otyutsky,4,Russian
Tope,4,Indian
Shalabanov,4,Russian
Adamyan,4,Russian
Tomeev,4,Russian
Bhaduri,4,Indian
Bitar,4,Arabic
Zalpuri,4,Indian
Janowich,4,Russian
Zihanov,4,Russian
Davydchenko,4,Russian
Danich,4,Russian
Shastri,4,Indian
Researcher,4,Russian
Baba,4,Arabic
Lawniczak,4,Polish
Horoshih,4,Russian
Nyamin,4,Russian
Omkareshwar,4,Indian
Omkarnath,4,Indian
Prasad,4,Indian
Bachinski,4,Russian
Chorghade,4,Indian
Tawde,4,Indian
Hakimi,4,Arabic
